country_region_code,country_region,sub_region_1,sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AU,Australia,,,,,2020-05-30,-20,5,-7,-35,-14,8
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-31,-21,-5,51,-41,-14,5
AU,Australia,New South Wales,,AU-NSW,,2020-05-31,-22,0,7,-38,-17,8
AU,Australia,Northern Territory,,AU-NT,,2020-05-31,-4,21,31,-36,-6,3
AU,Australia,Queensland,,AU-QLD,,2020-05-31,-18,1,1,-47,-17,7
AU,Australia,South Australia,,AU-SA,,2020-05-31,-21,4,-36,-44,-18,7
AU,Australia,Tasmania,,AU-TAS,,2020-05-31,-32,-15,-62,-57,-21,10
AU,Australia,Victoria,,AU-VIC,,2020-05-31,-30,-4,-25,-53,-21,10
AU,Australia,Western Australia,,AU-WA,,2020-05-31,-15,0,-28,-44,-13,6
AU,Australia,,,,,2020-05-31,-23,-1,-7,-42,-18,8
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-01,-26,2,-9,-63,-75,21
AU,Australia,New South Wales,,AU-NSW,,2020-06-01,-20,-3,-18,-43,-18,11
AU,Australia,Northern Territory,,AU-NT,,2020-06-01,0,19,5,-31,16,4
AU,Australia,Queensland,,AU-QLD,,2020-06-01,-18,-1,-17,-45,-9,8
AU,Australia,South Australia,,AU-SA,,2020-06-01,-18,7,-38,-35,-5,8
AU,Australia,Tasmania,,AU-TAS,,2020-06-01,-32,-14,-64,-46,-8,9
AU,Australia,Victoria,,AU-VIC,,2020-06-01,-32,-13,-56,-61,-27,15
AU,Australia,Western Australia,,AU-WA,,2020-06-01,-19,-7,14,-55,-67,17
AU,Australia,,,,,2020-06-01,-22,-5,-24,-48,-24,12
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-02,-26,-5,-13,-42,-20,13
AU,Australia,New South Wales,,AU-NSW,,2020-06-02,-25,-4,-39,-46,-20,13
AU,Australia,Northern Territory,,AU-NT,,2020-06-02,-4,15,3,-25,14,3
AU,Australia,Queensland,,AU-QLD,,2020-06-02,-19,0,-11,-44,-12,9
AU,Australia,South Australia,,AU-SA,,2020-06-02,-19,0,-36,-36,-8,9
AU,Australia,Tasmania,,AU-TAS,,2020-06-02,-32,-13,-56,-46,-11,10
AU,Australia,Victoria,,AU-VIC,,2020-06-02,-29,-5,-40,-58,-28,15
AU,Australia,Western Australia,,AU-WA,,2020-06-02,-14,7,-21,-36,-7,7
AU,Australia,,,,,2020-06-02,-23,-2,-33,-46,-18,12
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-03,-24,-1,5,-39,-21,14
AU,Australia,New South Wales,,AU-NSW,,2020-06-03,-22,-2,-19,-43,-20,12
AU,Australia,Northern Territory,,AU-NT,,2020-06-03,-1,19,3,-28,14,4
AU,Australia,Queensland,,AU-QLD,,2020-06-03,-18,0,-8,-41,-14,9
AU,Australia,South Australia,,AU-SA,,2020-06-03,-17,3,-20,-34,-9,8
AU,Australia,Tasmania,,AU-TAS,,2020-06-03,-29,-12,-55,-44,-10,10
AU,Australia,Victoria,,AU-VIC,,2020-06-03,-27,-4,-33,-57,-28,15
AU,Australia,Western Australia,,AU-WA,,2020-06-03,-15,4,-16,-39,-6,8
AU,Australia,,,,,2020-06-03,-20,-2,-20,-44,-18,12
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-04,-22,-2,-1,-40,-21,13
AU,Australia,New South Wales,,AU-NSW,,2020-06-04,-19,-2,-16,-42,-19,12
AU,Australia,Northern Territory,,AU-NT,,2020-06-04,-1,17,7,-25,11,4
AU,Australia,Queensland,,AU-QLD,,2020-06-04,-18,1,-11,-44,-14,9
AU,Australia,South Australia,,AU-SA,,2020-06-04,-13,5,-9,-31,-10,8
AU,Australia,Tasmania,,AU-TAS,,2020-06-04,-27,-10,-46,-45,-9,10
AU,Australia,Victoria,,AU-VIC,,2020-06-04,-26,-3,-15,-55,-27,14
AU,Australia,Western Australia,,AU-WA,,2020-06-04,-16,-1,-17,-38,-6,8
AU,Australia,,,,,2020-06-04,-20,-1,-13,-44,-18,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-05,-20,-1,18,-38,-20,12
AU,Australia,New South Wales,,AU-NSW,,2020-06-05,-16,4,-9,-38,-19,9
AU,Australia,Northern Territory,,AU-NT,,2020-06-05,12,27,26,-26,9,1
AU,Australia,Queensland,,AU-QLD,,2020-06-05,-16,4,-12,-42,-10,8
AU,Australia,South Australia,,AU-SA,,2020-06-05,-11,9,-10,-29,-10,6
AU,Australia,Tasmania,,AU-TAS,,2020-06-05,-26,-8,-57,-48,-10,10
AU,Australia,Victoria,,AU-VIC,,2020-06-05,-19,5,-18,-52,-28,13
AU,Australia,Western Australia,,AU-WA,,2020-06-05,-13,5,-16,-38,-5,8
AU,Australia,,,,,2020-06-05,-16,6,-13,-40,-17,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-06,-16,-2,52,-32,-10,4
AU,Australia,New South Wales,,AU-NSW,,2020-06-06,-14,3,11,-25,-14,5
AU,Australia,Northern Territory,,AU-NT,,2020-06-06,5,18,51,-32,-8,-1
AU,Australia,Queensland,,AU-QLD,,2020-06-06,-12,5,6,-33,-13,6
AU,Australia,South Australia,,AU-SA,,2020-06-06,-11,8,-4,-25,-14,5
AU,Australia,Tasmania,,AU-TAS,,2020-06-06,-21,-13,-41,-51,-18,7
AU,Australia,Victoria,,AU-VIC,,2020-06-06,-22,2,-22,-40,-17,9
AU,Australia,Western Australia,,AU-WA,,2020-06-06,-5,3,-14,-36,-6,6
AU,Australia,,,,,2020-06-06,-15,3,2,-31,-14,6
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-07,-18,-10,39,-41,-17,4
AU,Australia,New South Wales,,AU-NSW,,2020-06-07,-15,-7,9,-36,-18,5
AU,Australia,Northern Territory,,AU-NT,,2020-06-07,4,12,64,-41,-7,-2
AU,Australia,Queensland,,AU-QLD,,2020-06-07,-15,1,3,-45,-16,6
AU,Australia,South Australia,,AU-SA,,2020-06-07,-11,4,3,-36,-17,3
AU,Australia,Tasmania,,AU-TAS,,2020-06-07,-25,-19,-38,-55,-20,7
AU,Australia,Victoria,,AU-VIC,,2020-06-07,-23,-7,-14,-50,-21,6
AU,Australia,Western Australia,,AU-WA,,2020-06-07,-10,-1,-22,-44,-10,6
AU,Australia,,,,,2020-06-07,-17,-4,1,-40,-18,5
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-08,-20,3,71,-60,-77,17
AU,Australia,New South Wales,,AU-NSW,,2020-06-08,-13,-2,31,-57,-72,18
AU,Australia,Northern Territory,,AU-NT,,2020-06-08,-1,6,73,-45,-63,13
AU,Australia,Queensland,,AU-QLD,,2020-06-08,-15,-1,-17,-44,-9,8
AU,Australia,South Australia,,AU-SA,,2020-06-08,-29,-26,33,-52,-70,15
AU,Australia,Tasmania,,AU-TAS,,2020-06-08,-34,-18,-37,-59,-66,16
AU,Australia,Victoria,,AU-VIC,,2020-06-08,-18,0,56,-67,-73,18
AU,Australia,Western Australia,,AU-WA,,2020-06-08,-10,0,-16,-38,-4,7
AU,Australia,,,,,2020-06-08,-15,-3,17,-55,-52,14
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-09,-26,-4,-18,-41,-20,12
AU,Australia,New South Wales,,AU-NSW,,2020-06-09,-21,0,-30,-44,-21,12
AU,Australia,Northern Territory,,AU-NT,,2020-06-09,1,14,2,-25,11,3
AU,Australia,Queensland,,AU-QLD,,2020-06-09,-17,-1,-13,-42,-11,8
AU,Australia,South Australia,,AU-SA,,2020-06-09,-13,9,-27,-32,-9,7
AU,Australia,Tasmania,,AU-TAS,,2020-06-09,-26,-10,-55,-41,-9,8
AU,Australia,Victoria,,AU-VIC,,2020-06-09,-24,-1,-23,-55,-27,13
AU,Australia,Western Australia,,AU-WA,,2020-06-09,-10,-1,-9,-36,-4,6
AU,Australia,,,,,2020-06-09,-19,0,-24,-44,-18,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-10,-25,-3,-6,-40,-19,13
AU,Australia,New South Wales,,AU-NSW,,2020-06-10,-25,-7,-48,-46,-20,13
AU,Australia,Northern Territory,,AU-NT,,2020-06-10,1,13,5,-31,15,3
AU,Australia,Queensland,,AU-QLD,,2020-06-10,-17,-2,-30,-44,-13,10
AU,Australia,South Australia,,AU-SA,,2020-06-10,-15,3,-16,-31,-7,8
AU,Australia,Tasmania,,AU-TAS,,2020-06-10,-26,-13,-53,-44,-7,9
AU,Australia,Victoria,,AU-VIC,,2020-06-10,-25,-4,-21,-54,-24,13
AU,Australia,Western Australia,,AU-WA,,2020-06-10,-10,0,-19,-37,-5,7
AU,Australia,,,,,2020-06-10,-20,-4,-32,-45,-17,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-11,-20,1,-4,-38,-19,12
AU,Australia,New South Wales,,AU-NSW,,2020-06-11,-18,-2,-10,-41,-18,12
AU,Australia,Northern Territory,,AU-NT,,2020-06-11,4,10,10,-28,10,3
AU,Australia,Queensland,,AU-QLD,,2020-06-11,-16,0,-7,-41,-13,8
AU,Australia,South Australia,,AU-SA,,2020-06-11,-12,3,-13,-31,-9,8
AU,Australia,Tasmania,,AU-TAS,,2020-06-11,-26,-9,-51,-44,-7,9
AU,Australia,Victoria,,AU-VIC,,2020-06-11,-25,-3,-19,-53,-24,13
AU,Australia,Western Australia,,AU-WA,,2020-06-11,-12,2,-36,-41,-6,9
AU,Australia,,,,,2020-06-11,-19,-1,-14,-42,-16,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-12,-18,1,8,-35,-15,13
AU,Australia,New South Wales,,AU-NSW,,2020-06-12,-19,-1,-33,-40,-16,10
AU,Australia,Northern Territory,,AU-NT,,2020-06-12,10,18,18,-30,14,1
AU,Australia,Queensland,,AU-QLD,,2020-06-12,-14,2,-4,-38,-11,7
AU,Australia,South Australia,,AU-SA,,2020-06-12,-11,6,-16,-27,-5,7
AU,Australia,Tasmania,,AU-TAS,,2020-06-12,-26,-9,-62,-47,-7,10
AU,Australia,Victoria,,AU-VIC,,2020-06-12,-19,2,-21,-51,-24,12
AU,Australia,Western Australia,,AU-WA,,2020-06-12,-8,7,-37,-39,-5,8
AU,Australia,,,,,2020-06-12,-16,3,-23,-40,-15,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-13,-10,6,40,-26,-1,5
AU,Australia,New South Wales,,AU-NSW,,2020-06-13,-12,3,-8,-26,-6,6
AU,Australia,Northern Territory,,AU-NT,,2020-06-13,8,13,55,-29,-4,1
AU,Australia,Queensland,,AU-QLD,,2020-06-13,-12,5,0,-34,-11,6
AU,Australia,South Australia,,AU-SA,,2020-06-13,-15,6,-59,-38,-12,9
AU,Australia,Tasmania,,AU-TAS,,2020-06-13,-20,-12,-52,-50,-15,8
AU,Australia,Victoria,,AU-VIC,,2020-06-13,-20,2,-26,-42,-10,9
AU,Australia,Western Australia,,AU-WA,,2020-06-13,-5,8,-28,-38,-6,6
AU,Australia,,,,,2020-06-13,-14,3,-14,-33,-8,7
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-14,-13,5,27,-41,-9,5
AU,Australia,New South Wales,,AU-NSW,,2020-06-14,-14,0,-4,-36,-11,6
AU,Australia,Northern Territory,,AU-NT,,2020-06-14,6,17,30,-39,-4,2
AU,Australia,Queensland,,AU-QLD,,2020-06-14,-17,-1,-35,-47,-16,6
AU,Australia,South Australia,,AU-SA,,2020-06-14,-17,1,-40,-43,-15,7
AU,Australia,Tasmania,,AU-TAS,,2020-06-14,-28,-14,-58,-57,-19,9
AU,Australia,Victoria,,AU-VIC,,2020-06-14,-22,-3,-27,-49,-16,8
AU,Australia,Western Australia,,AU-WA,,2020-06-14,-7,3,-20,-42,-9,6
AU,Australia,,,,,2020-06-14,-16,-1,-18,-40,-14,7
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-15,-22,-2,-16,-37,-17,11
AU,Australia,New South Wales,,AU-NSW,,2020-06-15,-17,-2,-14,-40,-17,10
AU,Australia,Northern Territory,,AU-NT,,2020-06-15,5,12,14,-26,18,3
AU,Australia,Queensland,,AU-QLD,,2020-06-15,-14,-1,-12,-40,-8,7
AU,Australia,South Australia,,AU-SA,,2020-06-15,-15,7,-33,-32,-5,7
AU,Australia,Tasmania,,AU-TAS,,2020-06-15,-28,-11,-66,-44,-5,8
AU,Australia,Victoria,,AU-VIC,,2020-06-15,-24,-5,-13,-53,-23,12
AU,Australia,Western Australia,,AU-WA,,2020-06-15,-10,3,-24,-37,-4,6
AU,Australia,,,,,2020-06-15,-17,-2,-18,-42,-14,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-16,-22,-3,-16,-40,-17,12
AU,Australia,New South Wales,,AU-NSW,,2020-06-16,-18,-2,-15,-40,-18,10
AU,Australia,Northern Territory,,AU-NT,,2020-06-16,2,7,10,-22,12,2
AU,Australia,Queensland,,AU-QLD,,2020-06-16,-15,1,-4,-38,-11,7
AU,Australia,South Australia,,AU-SA,,2020-06-16,-16,1,-38,-33,-7,8
AU,Australia,Tasmania,,AU-TAS,,2020-06-16,-29,-14,-65,-46,-8,9
AU,Australia,Victoria,,AU-VIC,,2020-06-16,-25,-5,-32,-54,-25,13
AU,Australia,Western Australia,,AU-WA,,2020-06-16,-8,4,-9,-32,-4,6
AU,Australia,,,,,2020-06-16,-18,-1,-20,-41,-16,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-17,-20,0,-1,-38,-18,12
AU,Australia,New South Wales,,AU-NSW,,2020-06-17,-19,-4,-33,-42,-19,11
AU,Australia,Northern Territory,,AU-NT,,2020-06-17,5,13,12,-24,13,2
AU,Australia,Queensland,,AU-QLD,,2020-06-17,-14,0,-2,-36,-12,8
AU,Australia,South Australia,,AU-SA,,2020-06-17,-13,2,-14,-29,-7,7
AU,Australia,Tasmania,,AU-TAS,,2020-06-17,-22,-9,-47,-39,-6,8
AU,Australia,Victoria,,AU-VIC,,2020-06-17,-23,-4,-21,-52,-24,13
AU,Australia,Western Australia,,AU-WA,,2020-06-17,-12,1,-34,-38,-5,8
AU,Australia,,,,,2020-06-17,-17,-2,-22,-41,-16,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-18,-17,0,10,-34,-19,11
AU,Australia,New South Wales,,AU-NSW,,2020-06-18,-14,-2,-11,-38,-18,11
AU,Australia,Northern Territory,,AU-NT,,2020-06-18,4,7,12,-23,10,3
AU,Australia,Queensland,,AU-QLD,,2020-06-18,-15,-1,-12,-39,-13,7
AU,Australia,South Australia,,AU-SA,,2020-06-18,-9,3,-3,-27,-9,7
AU,Australia,Tasmania,,AU-TAS,,2020-06-18,-23,-11,-48,-43,-6,8
AU,Australia,Victoria,,AU-VIC,,2020-06-18,-23,-4,-14,-51,-24,13
AU,Australia,Western Australia,,AU-WA,,2020-06-18,-9,2,-31,-37,-6,7
AU,Australia,,,,,2020-06-18,-16,-1,-12,-40,-16,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-19,-13,-1,17,-33,-16,11
AU,Australia,New South Wales,,AU-NSW,,2020-06-19,-13,2,-12,-34,-16,8
AU,Australia,Northern Territory,,AU-NT,,2020-06-19,12,19,16,-25,12,1
AU,Australia,Queensland,,AU-QLD,,2020-06-19,-12,3,-11,-37,-10,6
AU,Australia,South Australia,,AU-SA,,2020-06-19,-11,5,-34,-28,-6,7
AU,Australia,Tasmania,,AU-TAS,,2020-06-19,-21,-7,-47,-42,-7,8
AU,Australia,Victoria,,AU-VIC,,2020-06-19,-16,2,-19,-49,-24,12
AU,Australia,Western Australia,,AU-WA,,2020-06-19,-5,7,-17,-35,-4,6
AU,Australia,,,,,2020-06-19,-12,5,-16,-36,-15,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-20,-6,1,24,-26,1,5
AU,Australia,New South Wales,,AU-NSW,,2020-06-20,-10,3,1,-22,-6,4
AU,Australia,Northern Territory,,AU-NT,,2020-06-20,10,14,40,-22,-2,0
AU,Australia,Queensland,,AU-QLD,,2020-06-20,-10,5,-17,-35,-10,5
AU,Australia,South Australia,,AU-SA,,2020-06-20,-10,7,-46,-31,-11,7
AU,Australia,Tasmania,,AU-TAS,,2020-06-20,-19,-15,-57,-50,-15,7
AU,Australia,Victoria,,AU-VIC,,2020-06-20,-17,3,-14,-39,-10,8
AU,Australia,Western Australia,,AU-WA,,2020-06-20,-1,7,-8,-34,-5,4
AU,Australia,,,,,2020-06-20,-11,3,-8,-30,-8,6
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-21,-14,-1,-16,-42,-10,5
AU,Australia,New South Wales,,AU-NSW,,2020-06-21,-15,-1,-19,-38,-11,6
AU,Australia,Northern Territory,,AU-NT,,2020-06-21,5,16,26,-39,-3,2
AU,Australia,Queensland,,AU-QLD,,2020-06-21,-11,1,9,-38,-13,4
AU,Australia,South Australia,,AU-SA,,2020-06-21,-14,2,-29,-41,-14,6
AU,Australia,Tasmania,,AU-TAS,,2020-06-21,-27,-15,-59,-59,-18,8
AU,Australia,Victoria,,AU-VIC,,2020-06-21,-25,-6,-39,-51,-16,8
AU,Australia,Western Australia,,AU-WA,,2020-06-21,-2,2,2,-39,-9,4
AU,Australia,,,,,2020-06-21,-16,-2,-13,-40,-13,6
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-22,-20,-2,-16,-35,-18,10
AU,Australia,New South Wales,,AU-NSW,,2020-06-22,-16,-3,-22,-41,-18,10
AU,Australia,Northern Territory,,AU-NT,,2020-06-22,5,13,13,-26,13,2
AU,Australia,Queensland,,AU-QLD,,2020-06-22,-12,-1,-7,-39,-10,6
AU,Australia,South Australia,,AU-SA,,2020-06-22,-16,5,-42,-32,-6,7
AU,Australia,Tasmania,,AU-TAS,,2020-06-22,-31,-16,-69,-49,-8,9
AU,Australia,Victoria,,AU-VIC,,2020-06-22,-25,-7,-36,-56,-27,13
AU,Australia,Western Australia,,AU-WA,,2020-06-22,-11,2,-35,-38,-5,7
AU,Australia,,,,,2020-06-22,-17,-3,-26,-43,-16,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-23,-20,-6,-17,-40,-19,11
AU,Australia,New South Wales,,AU-NSW,,2020-06-23,-17,-2,-21,-40,-19,10
AU,Australia,Northern Territory,,AU-NT,,2020-06-23,2,8,8,-25,8,2
AU,Australia,Queensland,,AU-QLD,,2020-06-23,-13,1,0,-38,-13,7
AU,Australia,South Australia,,AU-SA,,2020-06-23,-15,1,-38,-33,-8,7
AU,Australia,Tasmania,,AU-TAS,,2020-06-23,-29,-13,-63,-47,-10,9
AU,Australia,Victoria,,AU-VIC,,2020-06-23,-25,-4,-28,-54,-27,14
AU,Australia,Western Australia,,AU-WA,,2020-06-23,-8,5,-23,-36,-5,6
AU,Australia,,,,,2020-06-23,-17,-1,-22,-41,-18,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-24,-17,2,2,-39,-18,11
AU,Australia,New South Wales,,AU-NSW,,2020-06-24,-16,0,-18,-39,-18,10
AU,Australia,Northern Territory,,AU-NT,,2020-06-24,4,13,15,-25,12,2
AU,Australia,Queensland,,AU-QLD,,2020-06-24,-12,1,-1,-36,-13,8
AU,Australia,South Australia,,AU-SA,,2020-06-24,-13,3,-22,-29,-7,7
AU,Australia,Tasmania,,AU-TAS,,2020-06-24,-22,-9,-53,-43,-7,8
AU,Australia,Victoria,,AU-VIC,,2020-06-24,-23,1,-26,-53,-26,13
AU,Australia,Western Australia,,AU-WA,,2020-06-24,-7,5,-19,-34,-4,6
AU,Australia,,,,,2020-06-24,-15,1,-17,-40,-16,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-25,-14,2,1,-33,-19,10
AU,Australia,New South Wales,,AU-NSW,,2020-06-25,-12,1,-5,-36,-17,10
AU,Australia,Northern Territory,,AU-NT,,2020-06-25,7,11,21,-18,9,2
AU,Australia,Queensland,,AU-QLD,,2020-06-25,-12,2,6,-36,-14,6
AU,Australia,South Australia,,AU-SA,,2020-06-25,-9,3,-16,-27,-8,7
AU,Australia,Tasmania,,AU-TAS,,2020-06-25,-23,-10,-50,-44,-5,8
AU,Australia,Victoria,,AU-VIC,,2020-06-25,-25,-2,-30,-54,-26,14
AU,Australia,Western Australia,,AU-WA,,2020-06-25,-6,3,-13,-31,-4,6
AU,Australia,,,,,2020-06-25,-15,1,-9,-39,-16,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-26,-11,1,10,-32,-16,10
AU,Australia,New South Wales,,AU-NSW,,2020-06-26,-12,5,-12,-33,-15,8
AU,Australia,Northern Territory,,AU-NT,,2020-06-26,13,20,20,-21,11,0
AU,Australia,Queensland,,AU-QLD,,2020-06-26,-11,3,1,-35,-12,6
AU,Australia,South Australia,,AU-SA,,2020-06-26,-9,7,-20,-24,-4,5
AU,Australia,Tasmania,,AU-TAS,,2020-06-26,-20,-8,-46,-38,-5,7
AU,Australia,Victoria,,AU-VIC,,2020-06-26,-19,2,-26,-51,-25,13
AU,Australia,Western Australia,,AU-WA,,2020-06-26,-4,7,-22,-31,-3,5
AU,Australia,,,,,2020-06-26,-12,5,-14,-36,-15,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-27,-4,4,45,-21,-1,3
AU,Australia,New South Wales,,AU-NSW,,2020-06-27,-10,5,-12,-23,-7,5
AU,Australia,Northern Territory,,AU-NT,,2020-06-27,9,14,40,-23,-4,0
AU,Australia,Queensland,,AU-QLD,,2020-06-27,-9,5,10,-26,-11,4
AU,Australia,South Australia,,AU-SA,,2020-06-27,-7,8,-6,-21,-9,5
AU,Australia,Tasmania,,AU-TAS,,2020-06-27,-15,-13,-40,-40,-16,6
AU,Australia,Victoria,,AU-VIC,,2020-06-27,-21,0,-16,-41,-10,9
AU,Australia,Western Australia,,AU-WA,,2020-06-27,-2,8,-30,-34,-6,5
AU,Australia,,,,,2020-06-27,-12,3,-7,-30,-9,6
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-28,-7,2,65,-33,-6,3
AU,Australia,New South Wales,,AU-NSW,,2020-06-28,-11,0,2,-32,-10,5
AU,Australia,Northern Territory,,AU-NT,,2020-06-28,8,13,39,-34,-5,1
AU,Australia,Queensland,,AU-QLD,,2020-06-28,-12,-1,-24,-41,-14,5
AU,Australia,South Australia,,AU-SA,,2020-06-28,-8,3,14,-34,-12,4
AU,Australia,Tasmania,,AU-TAS,,2020-06-28,-23,-13,-47,-51,-16,6
AU,Australia,Victoria,,AU-VIC,,2020-06-28,-23,-7,-6,-49,-14,8
AU,Australia,Western Australia,,AU-WA,,2020-06-28,-10,-2,-46,-46,-10,6
AU,Australia,,,,,2020-06-28,-14,-2,-8,-37,-12,6
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-29,-18,-1,-12,-35,-17,10
AU,Australia,New South Wales,,AU-NSW,,2020-06-29,-15,-2,-22,-41,-17,10
AU,Australia,Northern Territory,,AU-NT,,2020-06-29,11,16,38,-23,1,3
AU,Australia,Queensland,,AU-QLD,,2020-06-29,-9,0,5,-39,-19,7
AU,Australia,South Australia,,AU-SA,,2020-06-29,-10,9,-19,-27,-3,5
AU,Australia,Tasmania,,AU-TAS,,2020-06-29,-25,-12,-59,-41,-4,6
AU,Australia,Victoria,,AU-VIC,,2020-06-29,-22,-6,5,-56,-32,13
AU,Australia,Western Australia,,AU-WA,,2020-06-29,-10,3,-36,-37,-3,6
AU,Australia,,,,,2020-06-29,-14,-1,-14,-42,-19,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-06-30,-15,-2,-8,-38,-17,10
AU,Australia,New South Wales,,AU-NSW,,2020-06-30,-14,-2,-13,-39,-18,10
AU,Australia,Northern Territory,,AU-NT,,2020-06-30,11,13,41,-17,-2,3
AU,Australia,Queensland,,AU-QLD,,2020-06-30,-8,1,15,-39,-22,8
AU,Australia,South Australia,,AU-SA,,2020-06-30,-9,1,-22,-28,-7,6
AU,Australia,Tasmania,,AU-TAS,,2020-06-30,-23,-15,-52,-39,-5,7
AU,Australia,Victoria,,AU-VIC,,2020-06-30,-23,-6,-25,-58,-34,15
AU,Australia,Western Australia,,AU-WA,,2020-06-30,-6,0,-28,-32,-3,5
AU,Australia,,,,,2020-06-30,-14,-2,-15,-41,-20,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-01,-15,3,0,-37,-19,11
AU,Australia,New South Wales,,AU-NSW,,2020-07-01,-14,-2,-3,-38,-18,9
AU,Australia,Northern Territory,,AU-NT,,2020-07-01,10,14,44,-22,-1,3
AU,Australia,Queensland,,AU-QLD,,2020-07-01,-10,-1,13,-38,-23,8
AU,Australia,South Australia,,AU-SA,,2020-07-01,-12,0,-23,-28,-7,7
AU,Australia,Tasmania,,AU-TAS,,2020-07-01,-21,-14,-48,-38,-5,7
AU,Australia,Victoria,,AU-VIC,,2020-07-01,-22,-4,-10,-58,-34,14
AU,Australia,Western Australia,,AU-WA,,2020-07-01,-5,0,-20,-33,-3,5
AU,Australia,,,,,2020-07-01,-13,-2,-6,-41,-20,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-02,-13,4,-1,-34,-19,10
AU,Australia,New South Wales,,AU-NSW,,2020-07-02,-11,-1,4,-36,-17,10
AU,Australia,Northern Territory,,AU-NT,,2020-07-02,10,11,41,-19,-4,4
AU,Australia,Queensland,,AU-QLD,,2020-07-02,-9,2,21,-38,-24,7
AU,Australia,South Australia,,AU-SA,,2020-07-02,-7,3,-26,-28,-9,7
AU,Australia,Tasmania,,AU-TAS,,2020-07-02,-22,-12,-52,-42,-5,8
AU,Australia,Victoria,,AU-VIC,,2020-07-02,-27,-6,-23,-60,-35,16
AU,Australia,Western Australia,,AU-WA,,2020-07-02,-3,-1,-8,-30,-4,5
AU,Australia,,,,,2020-07-02,-14,-1,-1,-41,-21,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-03,-10,4,6,-30,-16,10
AU,Australia,New South Wales,,AU-NSW,,2020-07-03,-10,2,-6,-33,-16,8
AU,Australia,Northern Territory,,AU-NT,,2020-07-03,11,16,47,-24,-10,3
AU,Australia,Queensland,,AU-QLD,,2020-07-03,-7,2,18,-36,-21,6
AU,Australia,South Australia,,AU-SA,,2020-07-03,-7,4,-35,-26,-7,6
AU,Australia,Tasmania,,AU-TAS,,2020-07-03,-19,-10,-49,-42,-5,7
AU,Australia,Victoria,,AU-VIC,,2020-07-03,-26,-5,-50,-61,-35,16
AU,Australia,Western Australia,,AU-WA,,2020-07-03,-1,3,-11,-29,-4,4
AU,Australia,,,,,2020-07-03,-12,2,-14,-38,-20,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-04,-3,7,54,-22,-1,3
AU,Australia,New South Wales,,AU-NSW,,2020-07-04,-8,5,5,-23,-7,4
AU,Australia,Northern Territory,,AU-NT,,2020-07-04,8,14,63,-26,-7,0
AU,Australia,Queensland,,AU-QLD,,2020-07-04,-6,4,14,-29,-11,4
AU,Australia,South Australia,,AU-SA,,2020-07-04,-5,6,-21,-20,-10,5
AU,Australia,Tasmania,,AU-TAS,,2020-07-04,-16,-15,-49,-46,-14,6
AU,Australia,Victoria,,AU-VIC,,2020-07-04,-26,-1,-43,-52,-13,12
AU,Australia,Western Australia,,AU-WA,,2020-07-04,1,3,-2,-29,-7,3
AU,Australia,,,,,2020-07-04,-11,2,-4,-32,-10,6
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-05,-7,3,69,-33,-8,2
